plant,gt_code,sku,qty,month,due_date,day
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2671.0,2026-02,2026-02-02,2
PCR,GT 1543 XPC1,1D25215013008SXC1T,96.0,2026-02,2026-02-02,2
PCR,GT 1583 NEO TATA,1325215813079TUNE5,506.0,2026-02,2026-02-02,2
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,406.0,2026-02,2026-02-02,2
PCR,GT 1672 SPT,1325216612077TUSP0,186.0,2026-02,2026-02-02,2
PCR,GT 1765 ROYL,1325217515084HURL2,460.0,2026-02,2026-02-02,2
PCR,GT 1844 XPC TML,1D25218014010RXPCT,330.0,2026-02,2026-02-02,2
PCR,GT 1856 ROYL,1325218316083HURL0,129.0,2026-02,2026-02-02,2
PCR,GT 1894 MAX,1325218614088TTMX0,268.0,2026-02,2026-02-02,2
PCR,GT 1925 XPC1,1225219Z15008SXC11,610.0,2026-02,2026-02-02,2
PCR,GT 1966 RAN HPE,1325219416089VRHE0,354.0,2026-02,2026-02-02,2
PCR,GT 1995 ROYL KIA,1325219515091HURL2,682.0,2026-02,2026-02-02,2
PCR,GT 2057 UX1,1325221217095VUX10,116.0,2026-02,2026-02-02,2
PCR,GT 2076 RAN HT,1325220416092HRHT0,380.0,2026-02,2026-02-02,2
PCR,GT 2158 ROYL HYU,1325221318095HURL0,655.0,2026-02,2026-02-02,2
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1272.0,2026-02,2026-02-02,2
PCR,GT 2568 HT2,1325225518111HRHB0,782.0,2026-02,2026-02-02,2
PCR,GT 2576 EZO TATA,1325223616109SELZ0,32.0,2026-02,2026-02-02,2
PCR,GT1513 NEO,1325215513073TUNE0,580.0,2026-02,2026-02-02,2
PCR,GT1564 NEO,1325215514075TUNE0,340.0,2026-02,2026-02-02,2
PCR,GT2277 RAN HT,1325222517102HRHT0,160.0,2026-02,2026-02-02,2
PCR,GT  T1457 STAR,1325214617107MSXT0,345.0,2026-02,2026-02-03,3
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,722.0,2026-02,2026-02-03,3
PCR,GT 1412 XPC MM,1D25114012008QXPC0,332.0,2026-02,2026-02-03,3
PCR,GT 1482 UHL,1325214812074TUHL0,362.0,2026-02,2026-02-03,3
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,316.0,2026-02,2026-02-03,3
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2808.0,2026-02,2026-02-03,3
PCR,GT 1583 NEO TATA,1325215813079TUNE5,394.0,2026-02,2026-02-03,3
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,448.0,2026-02,2026-02-03,3
PCR,GT 1672 SPT,1325216612077TUSP0,67.0,2026-02,2026-02-03,3
PCR,GT 1765 ROYL,1325217515084HURL2,496.0,2026-02,2026-02-03,3
PCR,GT 1844 XPC TML,1D25218014010RXPCT,303.0,2026-02,2026-02-03,3
PCR,GT 1856 ROYL,1325218316083HURL0,46.0,2026-02,2026-02-03,3
PCR,GT 1894 MAX,1325218614088TTMX0,230.0,2026-02,2026-02-03,3
PCR,GT 1925 XPC1,1225219Z15008SXC11,786.0,2026-02,2026-02-03,3
PCR,GT 1966 RAN HPE,1325219416089VRHE0,216.0,2026-02,2026-02-03,3
PCR,GT 1995 ROYL KIA,1325219515091HURL2,791.0,2026-02,2026-02-03,3
PCR,GT 2056 ROYL,1325220516095HURP0,60.0,2026-02,2026-02-03,3
PCR,GT 2057 UX1,1325221217095VUX10,179.0,2026-02,2026-02-03,3
PCR,GT 2076 RAN HT,1325220416092HRHT0,376.0,2026-02,2026-02-03,3
PCR,GT 2158 ROYL HYU,1325221318095HURL0,742.0,2026-02,2026-02-03,3
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1243.0,2026-02,2026-02-03,3
PCR,GT 2568 HT2,1325225518111HRHB0,727.0,2026-02,2026-02-03,3
PCR,GT 2576 EZO TATA,1325223616109SELZ0,138.0,2026-02,2026-02-03,3
PCR,GT1513 NEO,1325215513073TUNE0,576.0,2026-02,2026-02-03,3
PCR,GT1564 NEO,1325215514075TUNE0,2.0,2026-02,2026-02-03,3
PCR,GT2277 RAN HT,1325222517102HRHT0,182.0,2026-02,2026-02-03,3
PCR,GT  T1457 STAR,1325214617107MSXT0,333.0,2026-02,2026-02-04,4
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,812.0,2026-02,2026-02-04,4
PCR,GT 1412 XPC MM,1D25114012008QXPC0,332.0,2026-02,2026-02-04,4
PCR,GT 1482 UHL,1325214812074TUHL0,364.0,2026-02,2026-02-04,4
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,404.0,2026-02,2026-02-04,4
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2810.0,2026-02,2026-02-04,4
PCR,GT 1583 NEO TATA,1325215813079TUNE5,488.0,2026-02,2026-02-04,4
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,386.0,2026-02,2026-02-04,4
PCR,GT 1765 ROYL,1325217515084HURL2,396.0,2026-02,2026-02-04,4
PCR,GT 1844 XPC TML,1D25218014010RXPCT,357.0,2026-02,2026-02-04,4
PCR,GT 1856 ROYL,1325218316083HURL0,94.0,2026-02,2026-02-04,4
PCR,GT 1894 MAX,1325218614088TTMX0,388.0,2026-02,2026-02-04,4
PCR,GT 1925 XPC1,1225219Z15008SXC11,753.0,2026-02,2026-02-04,4
PCR,GT 1966 RAN HPE,1325219416089VRHE0,350.0,2026-02,2026-02-04,4
PCR,GT 1995 ROYL KIA,1325219515091HURL2,759.0,2026-02,2026-02-04,4
PCR,GT 2056 ROYL,1325220516095HURP0,153.0,2026-02,2026-02-04,4
PCR,GT 2057 UX1,1325221217095VUX10,65.0,2026-02,2026-02-04,4
PCR,GT 2076 RAN HT,1325220416092HRHT0,200.0,2026-02,2026-02-04,4
PCR,GT 2158 ROYL HYU,1325221318095HURL0,788.0,2026-02,2026-02-04,4
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1239.0,2026-02,2026-02-04,4
PCR,GT 2348 UX1,1325223118098VUX10,2.0,2026-02,2026-02-04,4
PCR,GT 2568 HT2,1325225518111HRHB0,708.0,2026-02,2026-02-04,4
PCR,GT 2576 EZO TATA,1325223616109SELZ0,112.0,2026-02,2026-02-04,4
PCR,GT1513 NEO,1325215513073TUNE0,540.0,2026-02,2026-02-04,4
PCR,GT2277 RAN HT,1325222517102HRHT0,153.0,2026-02,2026-02-04,4
PCR,GT  T1457 STAR,1325214617107MSXT0,211.0,2026-02,2026-02-05,5
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,847.0,2026-02,2026-02-05,5
PCR,GT 1412 XPC MM,1D25114012008QXPC0,316.0,2026-02,2026-02-05,5
PCR,GT 1482 UHL,1325214812074TUHL0,348.0,2026-02,2026-02-05,5
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,730.0,2026-02,2026-02-05,5
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2771.0,2026-02,2026-02-05,5
PCR,GT 1583 NEO TATA,1325215813079TUNE5,520.0,2026-02,2026-02-05,5
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,430.0,2026-02,2026-02-05,5
PCR,GT 1765 ROYL,1325217515084HURL2,464.0,2026-02,2026-02-05,5
PCR,GT 1844 XPC TML,1D25218014010RXPCT,348.0,2026-02,2026-02-05,5
PCR,GT 1856 ROYL,1325218316083HURL0,146.0,2026-02,2026-02-05,5
PCR,GT 1894 MAX,1325218614088TTMX0,386.0,2026-02,2026-02-05,5
PCR,GT 1925 XPC1,1225219Z15008SXC11,622.0,2026-02,2026-02-05,5
PCR,GT 1966 RAN HPE,1325219416089VRHE0,344.0,2026-02,2026-02-05,5
PCR,GT 1995 ROYL KIA,1325219515091HURL2,685.0,2026-02,2026-02-05,5
PCR,GT 2056 ROYL,1325220516095HURP0,43.0,2026-02,2026-02-05,5
PCR,GT 2076 RAN HT,1325220416092HRHT0,306.0,2026-02,2026-02-05,5
PCR,GT 2158 ROYL HYU,1325221318095HURL0,768.0,2026-02,2026-02-05,5
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1246.0,2026-02,2026-02-05,5
PCR,GT 2348 UX1,1325223118098VUX10,168.0,2026-02,2026-02-05,5
PCR,GT 2568 HT2,1325225518111HRHB0,640.0,2026-02,2026-02-05,5
PCR,GT 2576 EZO TATA,1325223616109SELZ0,114.0,2026-02,2026-02-05,5
PCR,GT1513 NEO,1325215513073TUNE0,110.0,2026-02,2026-02-05,5
PCR,GT2277 RAN HT,1325222517102HRHT0,178.0,2026-02,2026-02-05,5
PCR,GT  T1457 STAR,1325214617107MSXT0,143.0,2026-02,2026-02-06,6
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,846.0,2026-02,2026-02-06,6
PCR,GT 1412 XPC MM,1D25114012008QXPC0,332.0,2026-02,2026-02-06,6
PCR,GT 1482 UHL,1325214812074TUHL0,361.0,2026-02,2026-02-06,6
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,988.0,2026-02,2026-02-06,6
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2631.0,2026-02,2026-02-06,6
PCR,GT 1583 NEO TATA,1325215813079TUNE5,400.0,2026-02,2026-02-06,6
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,422.0,2026-02,2026-02-06,6
PCR,GT 1765 ROYL,1325217515084HURL2,548.0,2026-02,2026-02-06,6
PCR,GT 1844 XPC TML,1D25218014010RXPCT,349.0,2026-02,2026-02-06,6
PCR,GT 1856 ROYL,1325218316083HURL0,121.0,2026-02,2026-02-06,6
PCR,GT 1894 MAX,1325218614088TTMX0,389.0,2026-02,2026-02-06,6
PCR,GT 1925 XPC1,1225219Z15008SXC11,700.0,2026-02,2026-02-06,6
PCR,GT 1966 RAN HPE,1325219416089VRHE0,342.0,2026-02,2026-02-06,6
PCR,GT 1995 ROYL KIA,1325219515091HURL2,678.0,2026-02,2026-02-06,6
PCR,GT 2056 ROYL,1325220516095HURP0,172.0,2026-02,2026-02-06,6
PCR,GT 2076 RAN HT,1325220416092HRHT0,354.0,2026-02,2026-02-06,6
PCR,GT 2158 ROYL HYU,1325221318095HURL0,748.0,2026-02,2026-02-06,6
PCR,GT 2258 RAN HPE,1325222318098HRHE0,114.0,2026-02,2026-02-06,6
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1209.0,2026-02,2026-02-06,6
PCR,GT 2348 UX1,1325223118098VUX10,94.0,2026-02,2026-02-06,6
PCR,GT 2568 HT2,1325225518111HRHB0,546.0,2026-02,2026-02-06,6
PCR,GT 2576 EZO TATA,1325223616109SELZ0,30.0,2026-02,2026-02-06,6
PCR,GT1513 NEO,1325215513073TUNE0,27.0,2026-02,2026-02-06,6
PCR,GT2277 RAN HT,1325222517102HRHT0,62.0,2026-02,2026-02-06,6
PCR,GT  T1457 STAR,1325214617107MSXT0,202.0,2026-02,2026-02-07,7
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,907.0,2026-02,2026-02-07,7
PCR,GT 1412 XPC MM,1D25114012008QXPC0,332.0,2026-02,2026-02-07,7
PCR,GT 1482 UHL,1325214812074TUHL0,355.0,2026-02,2026-02-07,7
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1330.0,2026-02,2026-02-07,7
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2781.0,2026-02,2026-02-07,7
PCR,GT 1583 NEO TATA,1325215813079TUNE5,367.0,2026-02,2026-02-07,7
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,436.0,2026-02,2026-02-07,7
PCR,GT 1765 ROYL,1325217515084HURL2,404.0,2026-02,2026-02-07,7
PCR,GT 1844 XPC TML,1D25218014010RXPCT,348.0,2026-02,2026-02-07,7
PCR,GT 1856 ROYL,1325218316083HURL0,138.0,2026-02,2026-02-07,7
PCR,GT 1894 MAX,1325218614088TTMX0,396.0,2026-02,2026-02-07,7
PCR,GT 1925 XPC1,1225219Z15008SXC11,656.0,2026-02,2026-02-07,7
PCR,GT 1966 RAN HPE,1325219416089VRHE0,364.0,2026-02,2026-02-07,7
PCR,GT 1995 ROYL KIA,1325219515091HURL2,744.0,2026-02,2026-02-07,7
PCR,GT 2056 ROYL,1325220516095HURP0,168.0,2026-02,2026-02-07,7
PCR,GT 2076 RAN HT,1325220416092HRHT0,242.0,2026-02,2026-02-07,7
PCR,GT 2158 ROYL HYU,1325221318095HURL0,757.0,2026-02,2026-02-07,7
PCR,GT 2258 RAN HPE,1325222318098HRHE0,132.0,2026-02,2026-02-07,7
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1169.0,2026-02,2026-02-07,7
PCR,GT 2268 UX1,1325222418104HUX10,42.0,2026-02,2026-02-07,7
PCR,GT 2348 UX1,1325223118098VUX10,180.0,2026-02,2026-02-07,7
PCR,GT 2568 HT2,1325225518111HRHB0,614.0,2026-02,2026-02-07,7
PCR,GT2277 RAN HT,1325222517102HRHT0,40.0,2026-02,2026-02-07,7
PCR,GT  T1457 STAR,1325214617107MSXT0,310.0,2026-02,2026-02-08,8
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,952.0,2026-02,2026-02-08,8
PCR,GT 1412 XPC MM,1D25114012008QXPC0,332.0,2026-02,2026-02-08,8
PCR,GT 1482 UHL,1325214812074TUHL0,345.0,2026-02,2026-02-08,8
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1581.0,2026-02,2026-02-08,8
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2667.0,2026-02,2026-02-08,8
PCR,GT 1583 NEO TATA,1325215813079TUNE5,455.0,2026-02,2026-02-08,8
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,445.0,2026-02,2026-02-08,8
PCR,GT 1765 ROYL,1325217515084HURL2,368.0,2026-02,2026-02-08,8
PCR,GT 1844 XPC TML,1D25218014010RXPCT,360.0,2026-02,2026-02-08,8
PCR,GT 1856 ROYL,1325218316083HURL0,146.0,2026-02,2026-02-08,8
PCR,GT 1894 MAX,1325218614088TTMX0,382.0,2026-02,2026-02-08,8
PCR,GT 1925 XPC1,1225219Z15008SXC11,641.0,2026-02,2026-02-08,8
PCR,GT 1966 RAN HPE,1325219416089VRHE0,187.0,2026-02,2026-02-08,8
PCR,GT 1995 ROYL KIA,1325219515091HURL2,618.0,2026-02,2026-02-08,8
PCR,GT 2056 ROYL,1325220516095HURP0,102.0,2026-02,2026-02-08,8
PCR,GT 2158 ROYL HYU,1325221318095HURL0,774.0,2026-02,2026-02-08,8
PCR,GT 2258 RAN HPE,1325222318098HRHE0,158.0,2026-02,2026-02-08,8
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1248.0,2026-02,2026-02-08,8
PCR,GT 2268 UX1,1325222418104HUX10,172.0,2026-02,2026-02-08,8
PCR,GT 2348 UX1,1325223118098VUX10,140.0,2026-02,2026-02-08,8
PCR,GT 2476 SUP MM,1325224716111SELS0,312.0,2026-02,2026-02-08,8
PCR,GT 2568 HT2,1325225518111HRHB0,490.0,2026-02,2026-02-08,8
PCR,GT2776 RAN AT,1325223616105TRAT0,76.0,2026-02,2026-02-08,8
PCR,GT  T1457 STAR,1325214617107MSXT0,324.0,2026-02,2026-02-09,9
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,992.0,2026-02,2026-02-09,9
PCR,GT 1412 XPC MM,1D25114012008QXPC0,326.0,2026-02,2026-02-09,9
PCR,GT 1482 UHL,1325214812074TUHL0,358.0,2026-02,2026-02-09,9
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1641.0,2026-02,2026-02-09,9
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2550.0,2026-02,2026-02-09,9
PCR,GT 1583 NEO TATA,1325215813079TUNE5,496.0,2026-02,2026-02-09,9
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,444.0,2026-02,2026-02-09,9
PCR,GT 1765 ROYL,1325217515084HURL2,380.0,2026-02,2026-02-09,9
PCR,GT 1844 XPC TML,1D25218014010RXPCT,334.0,2026-02,2026-02-09,9
PCR,GT 1856 ROYL,1325218316083HURL0,108.0,2026-02,2026-02-09,9
PCR,GT 1894 MAX,1325218614088TTMX0,396.0,2026-02,2026-02-09,9
PCR,GT 1925 XPC1,1225219Z15008SXC11,653.0,2026-02,2026-02-09,9
PCR,GT 1995 ROYL KIA,1325219515091HURL2,777.0,2026-02,2026-02-09,9
PCR,GT 2056 ROYL,1325220516095HURP0,36.0,2026-02,2026-02-09,9
PCR,GT 2158 ROYL HYU,1325221318095HURL0,761.0,2026-02,2026-02-09,9
PCR,GT 2258 RAN HPE,1325222318098HRHE0,160.0,2026-02,2026-02-09,9
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1146.0,2026-02,2026-02-09,9
PCR,GT 2268 UX1,1325222418104HUX10,184.0,2026-02,2026-02-09,9
PCR,GT 2348 UX1,1325223118098VUX10,36.0,2026-02,2026-02-09,9
PCR,GT 2476 SUP MM,1325224716111SELS0,592.0,2026-02,2026-02-09,9
PCR,GT 2568 HT2,1325225518111HRHB0,490.0,2026-02,2026-02-09,9
PCR,GT2776 RAN AT,1325223616105TRAT0,154.0,2026-02,2026-02-09,9
PCR,GT  T1457 STAR,1325214617107MSXT0,378.0,2026-02,2026-02-10,10
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,987.0,2026-02,2026-02-10,10
PCR,GT 1412 XPC MM,1D25114012008QXPC0,308.0,2026-02,2026-02-10,10
PCR,GT 1482 UHL,1325214812074TUHL0,358.0,2026-02,2026-02-10,10
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1589.0,2026-02,2026-02-10,10
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2562.0,2026-02,2026-02-10,10
PCR,GT 1583 NEO TATA,1325215813079TUNE5,158.0,2026-02,2026-02-10,10
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,377.0,2026-02,2026-02-10,10
PCR,GT 1765 ROYL,1325217515084HURL2,394.0,2026-02,2026-02-10,10
PCR,GT 1844 XPC TML,1D25218014010RXPCT,362.0,2026-02,2026-02-10,10
PCR,GT 1856 ROYL,1325218316083HURL0,112.0,2026-02,2026-02-10,10
PCR,GT 1894 MAX,1325218614088TTMX0,370.0,2026-02,2026-02-10,10
PCR,GT 1925 XPC1,1225219Z15008SXC11,666.0,2026-02,2026-02-10,10
PCR,GT 1995 ROYL KIA,1325219515091HURL2,766.0,2026-02,2026-02-10,10
PCR,GT 2158 ROYL HYU,1325221318095HURL0,706.0,2026-02,2026-02-10,10
PCR,GT 2258 RAN HPE,1325222318098HRHE0,162.0,2026-02,2026-02-10,10
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1102.0,2026-02,2026-02-10,10
PCR,GT 2268 UX1,1325222418104HUX10,178.0,2026-02,2026-02-10,10
PCR,GT 2476 SUP MM,1325224716111SELS0,436.0,2026-02,2026-02-10,10
PCR,GT 2568 HT2,1325225518111HRHB0,422.0,2026-02,2026-02-10,10
PCR,GT 2575 RAN A/T,1325220615106SRAT0,128.0,2026-02,2026-02-10,10
PCR,GT2776 RAN AT,1325223616105TRAT0,264.0,2026-02,2026-02-10,10
PCR,GT  T1457 STAR,1325214617107MSXT0,352.0,2026-02,2026-02-11,11
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,961.0,2026-02,2026-02-11,11
PCR,GT 1412 XPC MM,1D25114012008QXPC0,285.0,2026-02,2026-02-11,11
PCR,GT 1482 UHL,1325214812074TUHL0,342.0,2026-02,2026-02-11,11
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1576.0,2026-02,2026-02-11,11
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1628.0,2026-02,2026-02-11,11
PCR,GT 1543 XPC1,1D25215013008SXC1T,766.0,2026-02,2026-02-11,11
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,368.0,2026-02,2026-02-11,11
PCR,GT 1765 ROYL,1325217515084HURL2,250.0,2026-02,2026-02-11,11
PCR,GT 1844 XPC TML,1D25218014010RXPCT,350.0,2026-02,2026-02-11,11
PCR,GT 1894 MAX,1325218614088TTMX0,316.0,2026-02,2026-02-11,11
PCR,GT 1925 XPC1,1225219Z15008SXC11,659.0,2026-02,2026-02-11,11
PCR,GT 1995 ROYL KIA,1325219515091HURL2,706.0,2026-02,2026-02-11,11
PCR,GT 2075 RAN AT,1225225615113SRAT0,106.0,2026-02,2026-02-11,11
PCR,GT 2158 ROYL HYU,1325221318095HURL0,720.0,2026-02,2026-02-11,11
PCR,GT 2258 RAN HPE,1325222318098HRHE0,166.0,2026-02,2026-02-11,11
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1214.0,2026-02,2026-02-11,11
PCR,GT 2268 UX1,1325222418104HUX10,174.0,2026-02,2026-02-11,11
PCR,GT 2476 SUP MM,1325224716111SELS0,626.0,2026-02,2026-02-11,11
PCR,GT 2568 HT2,1325225518111HRHB0,470.0,2026-02,2026-02-11,11
PCR,GT 2575 RAN A/T,1325220615106SRAT0,128.0,2026-02,2026-02-11,11
PCR,GT2776 RAN AT,1325223616105TRAT0,266.0,2026-02,2026-02-11,11
PCR,GT  T1457 STAR,1325214617107MSXT0,360.0,2026-02,2026-02-12,12
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,965.0,2026-02,2026-02-12,12
PCR,GT 1412 XPC MM,1D25114012008QXPC0,314.0,2026-02,2026-02-12,12
PCR,GT 1482 UHL,1325214812074TUHL0,358.0,2026-02,2026-02-12,12
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1498.0,2026-02,2026-02-12,12
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1595.0,2026-02,2026-02-12,12
PCR,GT 1543 XPC1,1D25215013008SXC1T,782.0,2026-02,2026-02-12,12
PCR,GT 1583 NEO TATA,1325215813079TUNE5,406.0,2026-02,2026-02-12,12
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,356.0,2026-02,2026-02-12,12
PCR,GT 1844 XPC TML,1D25218014010RXPCT,350.0,2026-02,2026-02-12,12
PCR,GT 1894 MAX,1325218614088TTMX0,248.0,2026-02,2026-02-12,12
PCR,GT 1925 XPC1,1225219Z15008SXC11,639.0,2026-02,2026-02-12,12
PCR,GT 1975 UX1 EXP,1325219415092VUX10,158.0,2026-02,2026-02-12,12
PCR,GT 1985 UX1 XL,1325219315089VUX1E,136.0,2026-02,2026-02-12,12
PCR,GT 1995 ROYL KIA,1325219515091HURL2,682.0,2026-02,2026-02-12,12
PCR,GT 2075 RAN AT,1225225615113SRAT0,126.0,2026-02,2026-02-12,12
PCR,GT 2158 ROYL HYU,1325221318095HURL0,599.0,2026-02,2026-02-12,12
PCR,GT 2258 RAN HPE,1325222318098HRHE0,126.0,2026-02,2026-02-12,12
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1193.0,2026-02,2026-02-12,12
PCR,GT 2268 UX1,1325222418104HUX10,142.0,2026-02,2026-02-12,12
PCR,GT 2476 SUP MM,1325224716111SELS0,632.0,2026-02,2026-02-12,12
PCR,GT 2568 HT2,1325225518111HRHB0,482.0,2026-02,2026-02-12,12
PCR,GT 2575 RAN A/T,1325220615106SRAT0,134.0,2026-02,2026-02-12,12
PCR,GT2776 RAN AT,1325223616105TRAT0,300.0,2026-02,2026-02-12,12
PCR,GT  T1457 STAR,1325214617107MSXT0,274.0,2026-02,2026-02-13,13
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,982.0,2026-02,2026-02-13,13
PCR,GT 1412 XPC MM,1D25114012008QXPC0,304.0,2026-02,2026-02-13,13
PCR,GT 1482 UHL,1325214812074TUHL0,346.0,2026-02,2026-02-13,13
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1581.0,2026-02,2026-02-13,13
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1610.0,2026-02,2026-02-13,13
PCR,GT 1543 XPC1,1D25215013008SXC1T,741.0,2026-02,2026-02-13,13
PCR,GT 1583 NEO TATA,1325215813079TUNE5,510.0,2026-02,2026-02-13,13
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,360.0,2026-02,2026-02-13,13
PCR,GT 1844 XPC TML,1D25218014010RXPCT,150.0,2026-02,2026-02-13,13
PCR,GT 1894 MAX,1325218614088TTMX0,360.0,2026-02,2026-02-13,13
PCR,GT 1925 XPC1,1225219Z15008SXC11,666.0,2026-02,2026-02-13,13
PCR,GT 1975 UX1 EXP,1325219415092VUX10,182.0,2026-02,2026-02-13,13
PCR,GT 1985 UX1 XL,1325219315089VUX1E,184.0,2026-02,2026-02-13,13
PCR,GT 1995 ROYL KIA,1325219515091HURL2,759.0,2026-02,2026-02-13,13
PCR,GT 2075 RAN AT,1225225615113SRAT0,122.0,2026-02,2026-02-13,13
PCR,GT 2158 ROYL HYU,1325221318095HURL0,778.0,2026-02,2026-02-13,13
