plant,gt_code,sku,qty,month,due_date,day
TBR,9.00 R 20 JDE++,1121190020016KDEP0,1563,2026-08,2026-08-31,31
TBR,9.00 R 20 JUH3,1122190020014KJH30,345,2026-08,2026-08-31,31
TBR,9.00 R 20 JUH5,1122190020016KUH50,1727,2026-08,2026-08-31,31
TBR,GT 5075 - 295/90R20 JUH XF,1122129A20152JULF0,5508,2026-08,2026-08-31,31
TBR,GT 5076 - 295/90R20 JDE XF,1121129A20152JDLF0,8997,2026-08,2026-08-31,31
TBR,GT 5077 - 295/90R20 JDL XM2,1121129A20152JLM20,308,2026-08,2026-08-31,31
TBR,GT 5078 - 295/80R22.5 JUX E,112222982C016JUXE0,1888,2026-08,2026-08-31,31
TBR,GT 5078 - 295/80R22.5 JUX E,112222982C152MUXE0,2054,2026-08,2026-08-31,31
TBR,GT 5079 - 255/70R22.5 JUX E,112222562C016MUXE0,975,2026-08,2026-08-31,31
TBR,GT 5083 - 295/80R22.5 JUM XM,112222982C016MJXM0,3838,2026-08,2026-08-31,31
TBR,GT 5095 - 11.00R20 JUC3,1123111020016KJC30,3242,2026-08,2026-08-31,31
TBR,GT 5096 - 11.00R20 JDC XD,1121111020016KCXD0,5415,2026-08,2026-08-31,31
TBR,GT 5098 - 275/90R20 JDE XF,1121127A20149KDEF0,420,2026-08,2026-08-31,31
TBR,GT 5099 - 275/90R20 JUH XF,1122127A20149KUHF0,272,2026-08,2026-08-31,31
TBR,GT 5103 - 295/80R22.5 JUM XM OEM,112222982C152MJXM0,5180,2026-08,2026-08-31,31
TBR,GT 5113 - 295/80R22.5 JDC XD,115122982C018KCXD0,690,2026-08,2026-08-31,31
TBR,GT 5114 - 315/80R22.5 JDC XD,115123182C020KCXD0,1097,2026-08,2026-08-31,31
TBR,GT 5117 - 10.00R20 CUC (BD),1153110020016KCUC1,257,2026-08,2026-08-31,31
