plant,gt_code,sku,qty,month,due_date,day
PCR,GT 1412 XPC MM,1D25114012008QXPC0,294.0,2026-05,2026-05-02,2
PCR,GT 1482 UHL,1325214812074TUHL0,254.0,2026-05,2026-05-02,2
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1157.0,2026-05,2026-05-02,2
PCR,GT 1512 XPC1,1225215Z12008RXC10,80.0,2026-05,2026-05-02,2
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1285.0,2026-05,2026-05-02,2
PCR,GT 1543 XPC1,1D25215013008SXC1T,718.0,2026-05,2026-05-02,2
PCR,GT 1583 NEO TATA,1325215813079TUNE5,92.0,2026-05,2026-05-02,2
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,288.0,2026-05,2026-05-02,2
PCR,GT 1673 NEO,1325216613079HUNE0,30.0,2026-05,2026-05-02,2
PCR,GT 1684 ROYL,1325216814085TURL2,164.0,2026-05,2026-05-02,2
PCR,GT 1765 ROYL,1325217515084HURL2,170.0,2026-05,2026-05-02,2
PCR,GT 1844 XPC TML,1D25218014010RXPCT,322.0,2026-05,2026-05-02,2
PCR,GT 1865 ROYL RENO,1325218515088TURL1,146.0,2026-05,2026-05-02,2
PCR,GT 1916 ROYL,1325219416089HURL1,155.0,2026-05,2026-05-02,2
PCR,GT 1925 XPC1,1225219Z15008SXC11,348.0,2026-05,2026-05-02,2
PCR,GT 1995 ROYL KIA,1325219515091HURL2,527.0,2026-05,2026-05-02,2
PCR,GT 2158 ROYL HYU,1325221318095HURL0,198.0,2026-05,2026-05-02,2
PCR,GT 2258 RAN HPE,1325222318098HRHE0,345.0,2026-05,2026-05-02,2
PCR,GT 2267 ROYL HYU,1325221417096HURL0,811.0,2026-05,2026-05-02,2
PCR,GT 2276 RAN HT,1325227616114TRHT0,148.0,2026-05,2026-05-02,2
PCR,GT 2457 LEVI,1325222317101YLEVY,4.0,2026-05,2026-05-02,2
PCR,GT 2476 SUP MM,1325224716111SELS0,198.0,2026-05,2026-05-02,2
PCR,GT 2568 HT2,1325225518111HRHB0,428.0,2026-05,2026-05-02,2
PCR,GT 2775 RAN XAT,1325223715104RRXT0,32.0,2026-05,2026-05-02,2
PCR,GT1915 LT XPC1,1225219Z15008SXC10,117.0,2026-05,2026-05-02,2
PCR,GT  T1457 STAR,1325214617107MSXT0,92.0,2026-05,2026-05-03,3
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,446.0,2026-05,2026-05-03,3
PCR,GT 1412 XPC MM,1D25114012008QXPC0,222.0,2026-05,2026-05-03,3
PCR,GT 1482 UHL,1325214812074TUHL0,364.0,2026-05,2026-05-03,3
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1060.0,2026-05,2026-05-03,3
PCR,GT 1512 XPC1,1225215Z12008RXC10,168.0,2026-05,2026-05-03,3
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1318.0,2026-05,2026-05-03,3
PCR,GT 1543 XPC1,1D25215013008SXC1T,602.0,2026-05,2026-05-03,3
PCR,GT 1583 NEO TATA,1325215813079TUNE5,422.0,2026-05,2026-05-03,3
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,288.0,2026-05,2026-05-03,3
PCR,GT 1673 NEO,1325216613079HUNE0,198.0,2026-05,2026-05-03,3
PCR,GT 1684 ROYL,1325216814085TURL2,100.0,2026-05,2026-05-03,3
PCR,GT 1765 ROYL,1325217515084HURL2,392.0,2026-05,2026-05-03,3
PCR,GT 1844 XPC TML,1D25218014010RXPCT,353.0,2026-05,2026-05-03,3
PCR,GT 1865 ROYL RENO,1325218515088TURL1,140.0,2026-05,2026-05-03,3
PCR,GT 1916 ROYL,1325219416089HURL1,156.0,2026-05,2026-05-03,3
PCR,GT 1925 XPC1,1225219Z15008SXC11,264.0,2026-05,2026-05-03,3
PCR,GT 1995 ROYL KIA,1325219515091HURL2,680.0,2026-05,2026-05-03,3
PCR,GT 2158 ROYL HYU,1325221318095HURL0,727.0,2026-05,2026-05-03,3
PCR,GT 2258 RAN HPE,1325222318098HRHE0,344.0,2026-05,2026-05-03,3
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1034.0,2026-05,2026-05-03,3
PCR,GT 2276 RAN HT,1325227616114TRHT0,92.0,2026-05,2026-05-03,3
PCR,GT 2366 ROYL,1325223516103TURL0,40.0,2026-05,2026-05-03,3
PCR,GT 2476 SUP MM,1325224716111SELS0,541.0,2026-05,2026-05-03,3
PCR,GT 2568 HT2,1325225518111HRHB0,462.0,2026-05,2026-05-03,3
PCR,GT 2775 RAN XAT,1325223715104RRXT0,130.0,2026-05,2026-05-03,3
PCR,GT  T1457 STAR,1325214617107MSXT0,182.0,2026-05,2026-05-04,4
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,413.0,2026-05,2026-05-04,4
PCR,GT 1412 XPC MM,1D25114012008QXPC0,171.0,2026-05,2026-05-04,4
PCR,GT 1482 UHL,1325214812074TUHL0,365.0,2026-05,2026-05-04,4
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1235.0,2026-05,2026-05-04,4
PCR,GT 1512 XPC1,1225215Z12008RXC10,133.0,2026-05,2026-05-04,4
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1472.0,2026-05,2026-05-04,4
PCR,GT 1543 XPC1,1D25215013008SXC1T,887.0,2026-05,2026-05-04,4
PCR,GT 1583 NEO TATA,1325215813079TUNE5,283.0,2026-05,2026-05-04,4
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,347.0,2026-05,2026-05-04,4
PCR,GT 1673 NEO,1325216613079HUNE0,190.0,2026-05,2026-05-04,4
PCR,GT 1765 ROYL,1325217515084HURL2,392.0,2026-05,2026-05-04,4
PCR,GT 1844 XPC TML,1D25218014010RXPCT,461.0,2026-05,2026-05-04,4
PCR,GT 1865 ROYL RENO,1325218515088TURL1,84.0,2026-05,2026-05-04,4
PCR,GT 1916 ROYL,1325219416089HURL1,98.0,2026-05,2026-05-04,4
PCR,GT 1925 XPC1,1225219Z15008SXC11,514.0,2026-05,2026-05-04,4
PCR,GT 1995 ROYL KIA,1325219515091HURL2,592.0,2026-05,2026-05-04,4
PCR,GT 2158 ROYL HYU,1325221318095HURL0,441.0,2026-05,2026-05-04,4
PCR,GT 2258 RAN HPE,1325222318098HRHE0,402.0,2026-05,2026-05-04,4
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1158.0,2026-05,2026-05-04,4
PCR,GT 2366 ROYL,1325223516103TURL0,160.0,2026-05,2026-05-04,4
PCR,GT 2476 SUP MM,1325224716111SELS0,572.0,2026-05,2026-05-04,4
PCR,GT 2568 HT2,1325225518111HRHB0,374.0,2026-05,2026-05-04,4
PCR,GT 2775 RAN XAT,1325223715104RRXT0,92.0,2026-05,2026-05-04,4
PCR,GT2776 RAN AT,1325223616105TRAT0,66.0,2026-05,2026-05-04,4
PCR,GT  T1457 STAR,1325214617107MSXT0,254.0,2026-05,2026-05-05,5
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,703.0,2026-05,2026-05-05,5
PCR,GT 1412 XPC MM,1D25114012008QXPC0,309.0,2026-05,2026-05-05,5
PCR,GT 1482 UHL,1325214812074TUHL0,295.0,2026-05,2026-05-05,5
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1127.0,2026-05,2026-05-05,5
PCR,GT 1512 XPC1,1225215Z12008RXC10,162.0,2026-05,2026-05-05,5
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1536.0,2026-05,2026-05-05,5
PCR,GT 1543 XPC1,1D25215013008SXC1T,884.0,2026-05,2026-05-05,5
PCR,GT 1583 NEO TATA,1325215813079TUNE5,451.0,2026-05,2026-05-05,5
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,278.0,2026-05,2026-05-05,5
PCR,GT 1673 NEO,1325216613079HUNE0,194.0,2026-05,2026-05-05,5
PCR,GT 1684 ROYL,1325216814085TURL2,162.0,2026-05,2026-05-05,5
PCR,GT 1765 ROYL,1325217515084HURL2,366.0,2026-05,2026-05-05,5
PCR,GT 1844 XPC TML,1D25218014010RXPCT,482.0,2026-05,2026-05-05,5
PCR,GT 1865 ROYL RENO,1325218515088TURL1,154.0,2026-05,2026-05-05,5
PCR,GT 1916 ROYL,1325219416089HURL1,138.0,2026-05,2026-05-05,5
PCR,GT 1925 XPC1,1225219Z15008SXC11,396.0,2026-05,2026-05-05,5
PCR,GT 1995 ROYL KIA,1325219515091HURL2,696.0,2026-05,2026-05-05,5
PCR,GT 2158 ROYL HYU,1325221318095HURL0,663.0,2026-05,2026-05-05,5
PCR,GT 2258 RAN HPE,1325222318098HRHE0,328.0,2026-05,2026-05-05,5
PCR,GT 2267 ROYL HYU,1325221417096HURL0,973.0,2026-05,2026-05-05,5
PCR,GT 2366 ROYL,1325223516103TURL0,108.0,2026-05,2026-05-05,5
PCR,GT 2476 SUP MM,1325224716111SELS0,631.0,2026-05,2026-05-05,5
PCR,GT 2568 HT2,1325225518111HRHB0,600.0,2026-05,2026-05-05,5
PCR,GT2776 RAN AT,1325223616105TRAT0,148.0,2026-05,2026-05-05,5
PCR,GT  T1457 STAR,1325214617107MSXT0,319.0,2026-05,2026-05-06,6
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,703.0,2026-05,2026-05-06,6
PCR,GT 1412 XPC MM,1D25114012008QXPC0,319.0,2026-05,2026-05-06,6
PCR,GT 1482 UHL,1325214812074TUHL0,305.0,2026-05,2026-05-06,6
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1211.0,2026-05,2026-05-06,6
PCR,GT 1512 XPC1,1225215Z12008RXC10,132.0,2026-05,2026-05-06,6
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1598.0,2026-05,2026-05-06,6
PCR,GT 1543 XPC1,1D25215013008SXC1T,730.0,2026-05,2026-05-06,6
PCR,GT 1583 NEO TATA,1325215813079TUNE5,342.0,2026-05,2026-05-06,6
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,427.0,2026-05,2026-05-06,6
PCR,GT 1673 NEO,1325216613079HUNE0,178.0,2026-05,2026-05-06,6
PCR,GT 1684 ROYL,1325216814085TURL2,130.0,2026-05,2026-05-06,6
PCR,GT 1765 ROYL,1325217515084HURL2,310.0,2026-05,2026-05-06,6
PCR,GT 1844 XPC TML,1D25218014010RXPCT,413.0,2026-05,2026-05-06,6
PCR,GT 1865 ROYL RENO,1325218515088TURL1,70.0,2026-05,2026-05-06,6
PCR,GT 1916 ROYL,1325219416089HURL1,92.0,2026-05,2026-05-06,6
PCR,GT 1925 XPC1,1225219Z15008SXC11,558.0,2026-05,2026-05-06,6
PCR,GT 1995 ROYL KIA,1325219515091HURL2,726.0,2026-05,2026-05-06,6
PCR,GT 2158 ROYL HYU,1325221318095HURL0,532.0,2026-05,2026-05-06,6
PCR,GT 2258 RAN HPE,1325222318098HRHE0,322.0,2026-05,2026-05-06,6
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1060.0,2026-05,2026-05-06,6
PCR,GT 2366 ROYL,1325223516103TURL0,74.0,2026-05,2026-05-06,6
PCR,GT 2476 SUP MM,1325224716111SELS0,510.0,2026-05,2026-05-06,6
PCR,GT 2568 HT2,1325225518111HRHB0,579.0,2026-05,2026-05-06,6
PCR,GT2776 RAN AT,1325223616105TRAT0,16.0,2026-05,2026-05-06,6
PCR,GT  T1457 STAR,1325214617107MSXT0,205.0,2026-05,2026-05-07,7
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,506.0,2026-05,2026-05-07,7
PCR,GT 1412 XPC MM,1D25114012008QXPC0,258.0,2026-05,2026-05-07,7
PCR,GT 1482 UHL,1325214812074TUHL0,266.0,2026-05,2026-05-07,7
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1145.0,2026-05,2026-05-07,7
PCR,GT 1512 XPC1,1225215Z12008RXC10,176.0,2026-05,2026-05-07,7
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,1458.0,2026-05,2026-05-07,7
PCR,GT 1543 XPC1,1D25215013008SXC1T,596.0,2026-05,2026-05-07,7
PCR,GT 1583 NEO TATA,1325215813079TUNE5,468.0,2026-05,2026-05-07,7
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,324.0,2026-05,2026-05-07,7
PCR,GT 1673 NEO,1325216613079HUNE0,194.0,2026-05,2026-05-07,7
PCR,GT 1684 ROYL,1325216814085TURL2,122.0,2026-05,2026-05-07,7
PCR,GT 1765 ROYL,1325217515084HURL2,109.0,2026-05,2026-05-07,7
PCR,GT 1844 XPC TML,1D25218014010RXPCT,443.0,2026-05,2026-05-07,7
PCR,GT 1865 ROYL RENO,1325218515088TURL1,166.0,2026-05,2026-05-07,7
PCR,GT 1916 ROYL,1325219416089HURL1,174.0,2026-05,2026-05-07,7
PCR,GT 1925 XPC1,1225219Z15008SXC11,568.0,2026-05,2026-05-07,7
PCR,GT 1995 ROYL KIA,1325219515091HURL2,756.0,2026-05,2026-05-07,7
PCR,GT 2158 ROYL HYU,1325221318095HURL0,716.0,2026-05,2026-05-07,7
PCR,GT 2258 RAN HPE,1325222318098HRHE0,244.0,2026-05,2026-05-07,7
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1194.0,2026-05,2026-05-07,7
PCR,GT 2366 ROYL,1325223516103TURL0,30.0,2026-05,2026-05-07,7
PCR,GT 2476 SUP MM,1325224716111SELS0,453.0,2026-05,2026-05-07,7
PCR,GT 2568 HT2,1325225518111HRHB0,645.0,2026-05,2026-05-07,7
PCR,GT2776 RAN AT,1325223616105TRAT0,76.0,2026-05,2026-05-07,7
PCR,GT  T1457 STAR,1325214617107MSXT0,376.0,2026-05,2026-05-08,8
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,615.0,2026-05,2026-05-08,8
PCR,GT 1412 XPC MM,1D25114012008QXPC0,329.0,2026-05,2026-05-08,8
PCR,GT 1482 UHL,1325214812074TUHL0,366.0,2026-05,2026-05-08,8
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1109.0,2026-05,2026-05-08,8
PCR,GT 1512 XPC1,1225215Z12008RXC10,74.0,2026-05,2026-05-08,8
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2247.0,2026-05,2026-05-08,8
PCR,GT 1543 XPC1,1D25215013008SXC1T,230.0,2026-05,2026-05-08,8
PCR,GT 1583 NEO TATA,1325215813079TUNE5,442.0,2026-05,2026-05-08,8
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,296.0,2026-05,2026-05-08,8
PCR,GT 1673 NEO,1325216613079HUNE0,176.0,2026-05,2026-05-08,8
PCR,GT 1684 ROYL,1325216814085TURL2,128.0,2026-05,2026-05-08,8
PCR,GT 1765 ROYL,1325217515084HURL2,198.0,2026-05,2026-05-08,8
PCR,GT 1844 XPC TML,1D25218014010RXPCT,368.0,2026-05,2026-05-08,8
PCR,GT 1865 ROYL RENO,1325218515088TURL1,170.0,2026-05,2026-05-08,8
PCR,GT 1916 ROYL,1325219416089HURL1,36.0,2026-05,2026-05-08,8
PCR,GT 1925 XPC1,1225219Z15008SXC11,474.0,2026-05,2026-05-08,8
PCR,GT 1995 ROYL KIA,1325219515091HURL2,601.0,2026-05,2026-05-08,8
PCR,GT 2158 ROYL HYU,1325221318095HURL0,766.0,2026-05,2026-05-08,8
PCR,GT 2258 RAN HPE,1325222318098HRHE0,248.0,2026-05,2026-05-08,8
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1081.0,2026-05,2026-05-08,8
PCR,GT 2476 SUP MM,1325224716111SELS0,630.0,2026-05,2026-05-08,8
PCR,GT 2568 HT2,1325225518111HRHB0,500.0,2026-05,2026-05-08,8
PCR,GT 2569 RAN AT,1325225419109HRAT0,34.0,2026-05,2026-05-08,8
PCR,GT2776 RAN AT,1325223616105TRAT0,232.0,2026-05,2026-05-08,8
PCR,GT  T1457 STAR,1325214617107MSXT0,262.0,2026-05,2026-05-09,9
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,717.0,2026-05,2026-05-09,9
PCR,GT 1412 XPC MM,1D25114012008QXPC0,236.0,2026-05,2026-05-09,9
PCR,GT 1482 UHL,1325214812074TUHL0,306.0,2026-05,2026-05-09,9
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1238.0,2026-05,2026-05-09,9
PCR,GT 1512 XPC1,1225215Z12008RXC10,74.0,2026-05,2026-05-09,9
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2469.0,2026-05,2026-05-09,9
PCR,GT 1543 XPC1,1D25215013008SXC1T,100.0,2026-05,2026-05-09,9
PCR,GT 1583 NEO TATA,1325215813079TUNE5,260.0,2026-05,2026-05-09,9
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,324.0,2026-05,2026-05-09,9
PCR,GT 1673 NEO,1325216613079HUNE0,58.0,2026-05,2026-05-09,9
PCR,GT 1684 ROYL,1325216814085TURL2,151.0,2026-05,2026-05-09,9
PCR,GT 1765 ROYL,1325217515084HURL2,474.0,2026-05,2026-05-09,9
PCR,GT 1844 XPC TML,1D25218014010RXPCT,488.0,2026-05,2026-05-09,9
PCR,GT 1865 ROYL RENO,1325218515088TURL1,178.0,2026-05,2026-05-09,9
PCR,GT 1925 XPC1,1225219Z15008SXC11,440.0,2026-05,2026-05-09,9
PCR,GT 1965 ROYL,1325219515091HURL3,104.0,2026-05,2026-05-09,9
PCR,GT 1995 ROYL KIA,1325219515091HURL2,618.0,2026-05,2026-05-09,9
PCR,GT 2158 ROYL HYU,1325221318095HURL0,782.0,2026-05,2026-05-09,9
PCR,GT 2258 RAN HPE,1325222318098HRHE0,114.0,2026-05,2026-05-09,9
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1081.0,2026-05,2026-05-09,9
PCR,GT 2476 SUP MM,1325224716111SELS0,633.0,2026-05,2026-05-09,9
PCR,GT 2568 HT2,1325225518111HRHB0,614.0,2026-05,2026-05-09,9
PCR,GT 2569 RAN AT,1325225419109HRAT0,90.0,2026-05,2026-05-09,9
PCR,GT2776 RAN AT,1325223616105TRAT0,252.0,2026-05,2026-05-09,9
PCR,GT  T1457 STAR,1325214617107MSXT0,198.0,2026-05,2026-05-10,10
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,742.0,2026-05,2026-05-10,10
PCR,GT 1412 XPC MM,1D25114012008QXPC0,243.0,2026-05,2026-05-10,10
PCR,GT 1452 XPC MM,1D25214012008QXPCM,60.0,2026-05,2026-05-10,10
PCR,GT 1482 UHL,1325214812074TUHL0,364.0,2026-05,2026-05-10,10
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1070.0,2026-05,2026-05-10,10
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2387.0,2026-05,2026-05-10,10
PCR,GT 1543 XPC1,1D25215013008SXC1T,40.0,2026-05,2026-05-10,10
PCR,GT 1583 NEO TATA,1325215813079TUNE5,466.0,2026-05,2026-05-10,10
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,386.0,2026-05,2026-05-10,10
PCR,GT 1673 NEO,1325216613079HUNE0,49.0,2026-05,2026-05-10,10
PCR,GT 1684 ROYL,1325216814085TURL2,81.0,2026-05,2026-05-10,10
PCR,GT 1765 ROYL,1325217515084HURL2,780.0,2026-05,2026-05-10,10
PCR,GT 1844 XPC TML,1D25218014010RXPCT,421.0,2026-05,2026-05-10,10
PCR,GT 1865 ROYL RENO,1325218515088TURL1,150.0,2026-05,2026-05-10,10
PCR,GT 1916 ROYL,1325219416089HURL1,148.0,2026-05,2026-05-10,10
PCR,GT 1925 XPC1,1225219Z15008SXC11,48.0,2026-05,2026-05-10,10
PCR,GT 1965 ROYL,1325219515091HURL3,390.0,2026-05,2026-05-10,10
PCR,GT 1995 ROYL KIA,1325219515091HURL2,500.0,2026-05,2026-05-10,10
PCR,GT 2116 ROYL HYU,1325220516095HURL4,46.0,2026-05,2026-05-10,10
PCR,GT 2158 ROYL HYU,1325221318095HURL0,768.0,2026-05,2026-05-10,10
PCR,GT 2258 RAN HPE,1325222318098HRHE0,78.0,2026-05,2026-05-10,10
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1085.0,2026-05,2026-05-10,10
PCR,GT 2476 RAN MT,1325224716120NRMT0,18.0,2026-05,2026-05-10,10
PCR,GT 2476 SUP MM,1325224716111SELS0,570.0,2026-05,2026-05-10,10
PCR,GT 2568 HT2,1325225518111HRHB0,610.0,2026-05,2026-05-10,10
PCR,GT 2569 RAN AT,1325225419109HRAT0,2.0,2026-05,2026-05-10,10
PCR,GT2776 RAN AT,1325223616105TRAT0,225.0,2026-05,2026-05-10,10
PCR,GT  T1457 STAR,1325214617107MSXT0,371.0,2026-05,2026-05-11,11
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,345.0,2026-05,2026-05-11,11
PCR,GT 1412 XPC MM,1D25114012008QXPC0,255.0,2026-05,2026-05-11,11
PCR,GT 1452 XPC MM,1D25214012008QXPCM,418.0,2026-05,2026-05-11,11
PCR,GT 1482 UHL,1325214812074TUHL0,328.0,2026-05,2026-05-11,11
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1352.0,2026-05,2026-05-11,11
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2538.0,2026-05,2026-05-11,11
PCR,GT 1543 XPC1,1D25215013008SXC1T,144.0,2026-05,2026-05-11,11
PCR,GT 1583 NEO TATA,1325215813079TUNE5,456.0,2026-05,2026-05-11,11
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,248.0,2026-05,2026-05-11,11
PCR,GT 1684 ROYL,1325216814085TURL2,90.0,2026-05,2026-05-11,11
PCR,GT 1765 ROYL,1325217515084HURL2,794.0,2026-05,2026-05-11,11
PCR,GT 1844 XPC TML,1D25218014010RXPCT,398.0,2026-05,2026-05-11,11
PCR,GT 1916 ROYL,1325219416089HURL1,156.0,2026-05,2026-05-11,11
PCR,GT 1925 XPC1,1225219Z15008SXC11,332.0,2026-05,2026-05-11,11
PCR,GT 1965 ROYL,1325219515091HURL3,376.0,2026-05,2026-05-11,11
PCR,GT 1995 ROYL KIA,1325219515091HURL2,488.0,2026-05,2026-05-11,11
PCR,GT 2116 ROYL HYU,1325220516095HURL4,160.0,2026-05,2026-05-11,11
PCR,GT 2158 ROYL HYU,1325221318095HURL0,698.0,2026-05,2026-05-11,11
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1085.0,2026-05,2026-05-11,11
PCR,GT 2476 RAN MT,1325224716120NRMT0,40.0,2026-05,2026-05-11,11
PCR,GT 2476 SUP MM,1325224716111SELS0,574.0,2026-05,2026-05-11,11
PCR,GT 2568 HT2,1325225518111HRHB0,650.0,2026-05,2026-05-11,11
PCR,GT2776 RAN AT,1325223616105TRAT0,128.0,2026-05,2026-05-11,11
PCR,GT  T1457 STAR,1325214617107MSXT0,377.0,2026-05,2026-05-12,12
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,619.0,2026-05,2026-05-12,12
PCR,GT 1452 XPC MM,1D25214012008QXPCM,430.0,2026-05,2026-05-12,12
PCR,GT 1482 UHL,1325214812074TUHL0,319.0,2026-05,2026-05-12,12
PCR,GT 1503 NEO MSIL,1325215813079TUNE3,1368.0,2026-05,2026-05-12,12
PCR,GT 1513 XPC1 MSIL,1D25215013008SXC10,2448.0,2026-05,2026-05-12,12
PCR,GT 1543 XPC1,1D25215013008SXC1T,12.0,2026-05,2026-05-12,12
PCR,GT 1583 NEO TATA,1325215813079TUNE5,395.0,2026-05,2026-05-12,12
PCR,GT 1634 XPC TATA,1D25216814008QXPC0,426.0,2026-05,2026-05-12,12
PCR,GT 1684 ROYL,1325216814085TURL2,75.0,2026-05,2026-05-12,12
PCR,GT 1765 ROYL,1325217515084HURL2,747.0,2026-05,2026-05-12,12
PCR,GT 1844 XPC TML,1D25218014010RXPCT,397.0,2026-05,2026-05-12,12
PCR,GT 1865 ROYL RENO,1325218515088TURL1,2.0,2026-05,2026-05-12,12
PCR,GT 1916 ROYL,1325219416089HURL1,124.0,2026-05,2026-05-12,12
PCR,GT 1925 XPC1,1225219Z15008SXC11,179.0,2026-05,2026-05-12,12
PCR,GT 1965 ROYL,1325219515091HURL3,310.0,2026-05,2026-05-12,12
PCR,GT 1995 ROYL KIA,1325219515091HURL2,414.0,2026-05,2026-05-12,12
PCR,GT 2047 ROYL HYU,1325221317094VURL1,20.0,2026-05,2026-05-12,12
PCR,GT 2116 ROYL HYU,1325220516095HURL4,168.0,2026-05,2026-05-12,12
PCR,GT 2158 ROYL HYU,1325221318095HURL0,684.0,2026-05,2026-05-12,12
PCR,GT 2267 ROYL HYU,1325221417096HURL0,1040.0,2026-05,2026-05-12,12
PCR,GT 2476 SUP MM,1325224716111SELS0,522.0,2026-05,2026-05-12,12
PCR,GT 2568 HT2,1325225518111HRHB0,610.0,2026-05,2026-05-12,12
PCR,GT2776 RAN AT,1325223616105TRAT0,266.0,2026-05,2026-05-12,12
PCR,GT  T1457 STAR,1325214617107MSXT0,170.0,2026-05,2026-05-13,13
PCR,GT 1402 XPC TATA,1D25214012008QXPCT,1031.0,2026-05,2026-05-13,13
